dears,deers
favOrable,favorable
favorAble,favorable
faverable,favorable
favorIte,favorite
favoritE,favorite
favorate,favorite
favorit,favorite
faverable,favourable
favorable,favourable
favorably,favourably
feare,fear
fEAr,fear
fear%,fear
feer,fear
fere,fear
fEArful,fearful
fearfuL,fearful
fearfull,fearful
fEAst,feast
fest,feast
fEAther,feather
fether,feather
feture,feature
fEb.,feb.
fab.,feb.
febuary,february
febuary,february
febRUAry,february
febuary,february
feburary,february
fED,fed
feed,fed
fedEral,federal
fedral,federal
fEE,fee
fea,fee
fEEble,feeble
feable,feeble
feble,feeble
fEEd,feed
fed,feed
fEEl,feel
feeL,feel
fell,feel
feal,feel
fealing,feeling
fEEling,feeling
feeLing,feeling
felling,feeling
feeth,feet
feeth,feet
fEEt,feet
fet,feet
fEll,fell
fill,fell
fELLow,fellow
fellow-members,fellow_members
feld,felt
fellt,felt
fELt,felt
falt,felt
femail,femail
femal,female
femile,female
femal,female
femmale,female
feamail,female
fea-male,female
femail,female
feminin,feminine
feminin,feminine
fench,fence
fance,fence
fEnce,fence
fance,fence
fErn,fern
firn,fern
furn,fern
fERRy,ferry
fairy,ferry
fery,ferry
fertILE,fertile
fertal,fertile
fertil,fertile
fEver,fever
feaver,fever
fEW,few
fue,few
fiCTion,fiction
fictitous,fictitious
feild,field
fIEL,field
feild,field
feld,field
fiedler,fielder
fIErce,fierce
fierCe,fierce
feirce,fierce
ferce,fierce
firey,fiery
fIEry,fiery
firey,fiery
firery,fiery
fiFTeen,fifteen
fiftEEn,fifteen
fiften,fifteen
fiFth,fifth
fith,fifth
fiFTy,fifty
fivety,fifty
fivty,fifty
fiGHT,fight
fite,fight
fieghting,fighting
fiGHting,fighting
fiting,fighting
figuar,figure
figURE,figure
figer,figure
figuars,figures
figURES,figures
figurs,figures
fILE,file
fill,file
filEd,filed
fild,filed
fILing,filing
filling,filing
philipinoes,filipinos
fiLL,fill
fil,fill
fell,fill
fiLLed,filled
fillED,filled
fild,filled
filld,filled
fILm,film
flim,film
filthness,filthiness
finAL,final
finel,final
finaly,finally
finaly,finally
finaly,finally
finAlly,finally
finaLLy,finally
finaly,finally
finatical,financial
financIAL,financial
finacial,financial
financialy,financially
feind,find
fIND,find
fond,find
fin,find
finE,fine
fin,fine
find,fine
finEst,finest
finist,finest
finst,finest
fiNger,finger
fingER,finger
figer,finger
fingr,finger
finIsh,finish
finiSh,finish
finsh,finish
finch,finish
finnished,finished
finIShed,finished
finshed,finished
finnished,finished
vire,fire
file,fire
fare,fire
fIre,fire
firE,fire
fir,fire
firEman,fireman
firemAn,fireman
firemen,fireman
fIrm,firm
firM,firm
ferm,firm
fern,firm
fist,first
fIRst,first
frist,first
irst,first
firtly,firstly
fisrtly,firstly
fisk,fish
fiSh,fish
fich,fish
fishs,fishes
fishis,fishes
fishies,fishes
fishisch,fishes
fishish,fishes
fishig,fishing
fishin,fishing
fisching,fishing
fiSHing,fishing
fiching,fishing
fIt,fit
fit%,fit
fite,fit
fiTTed,fitted
fited,fitted
fiVE,five
fiv,five
fiX,fix
fiXED,fixed
fixt,fixed
fixd,fixed
fixt,fixed
fLAg,flag
flamE,flame
flam,flame
flamable,flammable
flAt,flat
fLEd,fled
flead,fled
flEsh,flesh
fleSH,flesh
fleash,flesh
flu,flew
flEW,flew
flow,flew
felxibility,flexibility
flexable,flexible
flIEs,flies
flys,flies
fliGHt,flight
flight%,flight
flite,flight
flit,flight
flOAt,float
float%,float
flot,float
flote,float
floCK,flock
flok,flock
flOOd,flood
flud,flood
flod,flood
flor,floor
flOOr,floor
flor,floor
flOUr,flour
flower,flour
florish,flourish
florished,flourished
florished,flourished
floWEr,flower
flour,flower
flOWers,flowers
flowERs,flowers
flowrs,flowers
flyently,fluently
flee,fly
flY,fly
fli,fly
flay,fly
flYing,flying
fling,flying
fol%d,fold
foled,fold
fould,fold
fOLk,folk
foke,folk
fOLKS,folks
fokes,folks
foks,folks
foLLow,follow
folow,follow
flow,follow
fOLLOWing,following
flowing,following
fOllows,follows
follow%s,follows
followes,follows
fOnd,fond
found,fond
found_of,fond_of
fOOd,food
fod,food
fOOL,fool
foll,fool
fOOlish,foolish
folish,foolish
foat,foot
food,foot
fOOt,foot
fot,foot
fOOtball,football
footbAll,football
feetball,football
footboll,football
fOr,for
far,for
fore,for
forinstance,for_instance
forbide,forbid
forbide,forbid
forbiden,forbidden
fOrce,force
forCe,force
forse,force
fOrced,forced
forCed,forced
forsed,forced
forcast,forecast
foriegn,foreign
forien,foreign
forEIGN,foreign
foriegn,foreign
forEIgner,foreigner
foreignEr,foreigner
for_most,foremost
forEnoon,forenoon
fornoon,forenoon
forshadow,foreshadow
forrest,forest
fORest,forest
forESt,forest
farest,forest
frost,forest
forists,forests
forEver,forever
forever%,forever
foreever,forever
forevere,forever
forgett,forget
foreget,forget
forgett,forget
forgEt,forget
forgat,forget
for%give,forgive
forgIve,forgive
forgave,forgive
foregive,forgive
for%got,forgot
forgOt,forgot
foregot,forgot
forgoten,forgotten
forgottEn,forgotton
forgotton,forgotton
forK,fork
forke,fork
fORm,form
from,form
fORmed,formed
formED,formed
fromed,formed
fOrmer,former
farmer,former
forMERLY,formerly
formally,formerly
foreseeable,forseeable
fORt,fort
fought,fort
fOrth,forth
fourth,forth
fortright,forthright
fortunAte,fortunate
fortuneate,fortunate
fOrtune,fortune
fortunE,fortune
fourtune,fortune
fourty,forty
fourty,forty
fOrty,forty
fourty,forty
fourty-seven,forty-seven
forewards,forward
forewerd,forward
foRward,forward
foward,forward
foRwarded,forwarded
fowarded,forwarded
faught,fought
fOUGHT,fought
fort,fought
fOUnd,found
fond,found
fOUndation,foundation
foundaTION,foundation
fondation,foundation
foundition,foundation
fundation,foundation
fOUntain,fountain
fountAIn,fountain
fOUr,four
for,four
fOUrteen,fourteen
forteen,fourteen
forth,fourth
fOUrth,fourth
forth,fourth
foxx,fox
fOX,fox
fragrAnt,fragrant
fragrent,fragrant
frAme,frame
framE,frame
fram,frame
fraim,frame
fransiche,franchise
franK,frank
franck,frank
frEE,free
fre,free
frisch,freeze
frEEze,freeze
freeZe,freeze
freese,freeze
freze,freeze
freez,freeze
freesing,freezing
frEIght,freight
frieght,freight
frEnch,french
frenCH,french
franch,french
frentic,frenetic
frEQUent,frequent
freequent,frequent
frEquently,frequently
freequently,frequently
frquently,frequently
frescoes,frescos
fresch,fresh
frech,fresh
freash,fresh
fresch,fresh
fresch,fresh
frESh,fresh
freash,fresh
fRIday,friday
firday,friday
frid,fried
fruit,fried
frend,friend
freind,friend
frIEnd,friend
frend,friend
freind,friend
frIEndly,friendly
freindly,friendly
frendly,friendly
frience,friends
fiends,friends
frIEnds,friends
frienDS,friends
frends,friends
freinds,friends
frinds,friends
frIEndship,friendship
freindship,friendship
friGHten,frighten
friten,frighten
friGHTENED,frightened
frightend,frightened
frightnine,frightening
fROg,frog
forg,frog
fROm,from
fram,from
frOnt,front
frount,front
frunt,front
fROst,frost
forst,frost
froZE,froze
frose,froze
fros,froze
froZen,frozen
frosen,frozen
frUIt,fruit
fruit%,fruit
frute,fruit
fruite,fruit
fruts,fruits
frY,fry
fri,fry
frie,fry
fUEL,fuel
fule,fuel
fullfill,fulfil
fullfil,fulfill
fullfilled,fulfilled
ful,full
fUll,full
foll,full
fill,full
ful,full
ful,full
fuLLy,fully
fuly,fully
fUn,fun
fan,fun
fon,fun
funcional,functional
functionaly,functionally
functuions,functions
fUnd,fund
found,fund
fundemental,fundamental
fundementally,fundamentally
fUnny,funny
fuNNy,funny
funy,funny
funney,funny
fUr,fur
fer,fur
furr,fur
feriously,furiously
furnAce,furnace
furnaCe,furnace
furnice,furnace
fUrnish,furnish
fURnished,furnished
furniTURE,furniture
furhter,further
futher,further
fURther,further
farther,further
futher,further
futher,further
furture,future
gAIn,gain
gain%,gain
gane,gain
ganing,gaining
galleroy,gallery
galary,gallery
galeey,gallery
galary,gallery
galery,gallery
galary,gallery
gallory,gallery
galary,gallery
galery,gallery
galerie,gallery
garly,gallery
garary,gallery
galary,gallery
galery,gallery
gaLLery,gallery
gallEry,gallery
galLOn,gallon
galin,gallon
gaME,game
gane,game
gamEs,games
gams,games
gab,gap
gArage,garage
garAge,garage
garge,garage
grage,garage
gardon,garden
gardon,garden
gARden,garden
gardenparties,garden_parties
gardner,gardener
gARment,garment
garmENt,garment
garmet,garment
gaS,gas
gas%,gas
gase,gas
gasOline,gasoline
gasaline,gasoline
gAte,gate
gatE,gate
gat,gate
gAther,gather
garther,gather
gether,gather
guage,gauge
gAve,gave
gavE,gave
gav,gave
jay,gay
geece,geese
gEEse,geese
geeSE,geese
gees,geese
Gem,gem
gEm,gem
jem,gem
jam,gem
genEral,general
generAl,general
genaral,general
genral,general
genErally,generally
generaLLy,generally
generaly,generally
generataed,generated
generousity,generosity
genErous,generous
generOUs,generous
generious,generous
geniva,geneva
genious,genius
genIUs,genius
genious,genius
gentLE,gentle
gentel,gentle
gentLEman,gentleman
gentlemAn,gentleman
gentelman,gentleman
gentlemen,gentleman
genlLEmen,gentlemen
gentlemEn,gentlemen
gentleman,gentlemen
gentelmen,gentlemen
genUINE,genuine
goegraphicaly,geographically
gEt,get
gat,get
geting,getting
geTTing,getting
geting,getting
gastly,ghastly
gehettoes,ghettos
gethoes,ghettos
ghettoes,ghettos
gost,ghost
gost,ghost
gHOst,ghost
goast,ghost
gIAnt,giant
gaint,giant
gIFt,gift
ginGHAm,gingham
gingum,gingham
gingam,gingham
girrife,giraffe
gIRl,girl
gril,girl
gIRls,girls
girl%s,girls
grils,girls
girls's,girls'
girles',girls'
gIve,give
givE,give
giv,give
givEn,given
givin,given
givein,given
givs,gives
gIves,gives
givEs,gives
givs,gives
giv%ing,giving
giveing,giving
gLAd,glad
gLAdly,gladly
gladLY,gladly
glady,gladly
glamourous,glamorous
glacnce,glance
glaSS,glass
glas,glass
glimps,glimpse
golb,globe
globE,globe
glob,globe
glOOmy,gloomy
gloomY,gloomy
glooming,gloomy
gloomming,gloomy
glomy,gloomy
glorIOUs,glorious
glourious,glorious
Glove,glove
glOve,glove
gLOves,gloves
glovES,gloves
glovs,gloves
cloves,gloves
knawing,gnawing
gO,go
coals,goals
couls,goals
gOAt,goat
goat%,goat
gote,goat
got,goat
gOd,god
gad,god
gOEs,goes
goes%,goes
gose,goes
gos,goes
goind,going
gOIng,going
goLD,gold
gould,gold
goldEN,golden
gloden,golden
goldin,golden
gonne,gone
gOne,gone
gonE,gone
gon,gone
god,good
gOOd,good
god,good
goad,good
good-byE,good-bye
goodby,good-bye
good_bye,goodbye
goodbuy,goodbye
goodneSS,goodness
goodnes,goodness
good%s,goods
goodes,goods
gOOse,goose
goosE,goose
gose,goose
goos,goose
goSSip,gossip
gossIp,gossip
gosip,gossip
gOt,got
gat,got
goot,got
goveRn,govern
goven,govern
gover,govern
gowern,govern
goverment,government
goverment,government
goverNment,government
goverment,government
goverment,government
govermental,governmental
goverments,governments
covernments,governments
covernements,governments
gowernments,governments
governements,governments
gouvernments,governments
governemts,governments
covernements,governments
goverments,governments
gowenments,governments
governements,governments
gouvernments,governments
goveRnor,governor
govenor,governor
govenor,governor
guvernor,governor
grown,gown
grab%,grab
grabe,grab
grabbin,grabbing
graCious,gracious
gracIOUs,gracious
grad,grade
gRADE,grade
grad,grade
gread,grade
gradUALLy,gradually
gradualy,gradually
graduly,gradually
graDuate,graduate
gradUAte,graduate
graguate,graduate
graDUAtion,graduation
graguation,graduation
grauation,graduation
grAIn,grain
grain%,grain
gran,grain
grane,grain
grammer,grammar
grammAr,grammar
grammer,grammar
crammatic,grammatic
grammophon,gramophone
grammaphone,gramophone
gRand,grand
gand,grand
graned,grand
granduer,grandeur
grandfa%ther,grandfather
grandfarther,grandfather
grandMa,grandma
grandna,grandma
graNDmother,grandmother
granmother,grandmother
grandnother,grandmother
granDpa,grandpa
grandpA,grandpa
grandpar,grandpa
gRant,grant
gant,grant
grand,grant
grapEs,grapes
graps,grapes
graphicaly,graphically
grAss,grass
graSS,grass
gess,grass
gras,grass
greatful,grateful
greatful,grateful
grATEful,grateful
greatful,grateful
graTITude,gratitude
graditude,gratitude
grAVe,grave
grav%y,gravy
gravey,gravy
grAY,gray
grae,gray
grassing,grazing
grEAse,grease
greaSE,grease
greas,grease
gres,grease
grate,great
grate,great
grEAt,great
great%,great
grate,great
gread,great
grEAter,greater
grater,greater
gretaer,greater
grEAtest,greatest
greatEST,greatest
gratest,greatest
greastest,greatest
grEAtly,greatly
grately,greatly
gratly,greatly
greatnes,greatness
greene,green
grEEn,green
gren,green
grEEt,greet
great,greet
grEw,grew
grow,grew
grIEf,grief
greif,grief
grieves,griefs
grIEve,grieve
greive,grieve
greave,grieve
grievious,grievous
grille,grill
grIND,grind
grined,grind
gripe,grip
grIp,grip
grip%,grip
gripe,grip
grOAn,groan
grown,groan
grocEries,groceries
grocerIEs,groceries
grocerys,groceries
groCery,grocery
grosery,grocery
groSS,gross
gross%,gross
grose,gross
grown,ground
grOUnd,ground
grond,ground
grown,ground
grOUp,group
group%,group
groupe,group
grove,grow
gROw,grow
gow,grow
gro,grow
grOWing,growing
groing,growing
grOWl,growl
groul,growl
grawl,growl
groWn,grown
groun,grown
grown_up_people,grown-up_people
grOWth,growth
groth,growth
grouth,growth
granty,guarantee
greanty,guarantee
gurantte,guarantee
cuzarantee,guarantee
gurantee,guarantee
gurantee,guarantee
garanty,guarantee
garanty,guarantee
guarnty,guarantee
guarrantee,guarantee
garantie,guarantee
garatee,guarantee
garantie,guarantee
garantie,guarantee
garantie,guarantee
garantee,guarantee
gaurantee,guarantee
gUArantee,guarantee
guarAntee,guarantee
garantee,guarantee
guarentee,guarantee
garentee,guarantee
guarenteed,guaranteed
garanties,guarantees
gUArd,guard
gaurd,guard
gaurdian,guardian
guardien,guardian
gUArdian,guardian
gaurdian,guardian
guerilja,guerilla
gUESS,guess
ges,guess
gUEssed,guessed
gueSSed,guessed
gessed,guessed
gussed,guessed
gUEst,guest
gest,guest
gUIde,guide
guidE,guide
guid,guide
guidlines,guidelines
quilty,guilty
gUIlty,guilty
gilty,guilty
gUm,gum
gun,gum
gam,gum
gung,gun
cun,gun
gan,gun
can,gun
cut,gun
gum,gun
gUn,gun
gon,gun
gUTTer,gutter
guter,gutter
gutteral,guttural
gYmnasium,gymnasium
gymnasIUm,gymnasium
haBit,habit
habbit,habit
habet,habit
hade,had
hAD,had
had%n't,hadn't
haden't,hadn't
hAIl,hail
hail%,hail
hale,hail
hAIr,hair
har,hair
hare,hair
have,half
haLf,half
half%,half
hafe,half
haf,half
offer,half_a
hAll,hall
holl,hall
hammerskjold,hammarskjold
hamer,hammer
haMMer,hammer
hamer,hammer
hampher,hamper
hande,hand
hANd,hand
hanbook,handbook
hanDED,handed
haned,handed
handfuL,handful
handfull,handful
hankerchief,handkerchief
hanDkerchief,handkerchief
handkerchIEf,handkerchief
hankerchief,handkerchief
handel,handle
handLE,handle
handel,handle
handLing,handling
handeling,handling
handleing,handling
hanDS,hands
hans,hands
hansome,handsome
hanDsome,handsome
hansome,handsome
hAng,hang
hanG,hang
haing,hang
hand,hang
haPPen,happen
hapen,happen
happend,happened
happend,happened
happENED,happened
happend,happened
happend,happened
happends,happens
happends,happens
happenes,happens
happyly,happily
happly,happily
happyness,happiness
happIness,happiness
happyness,happiness
happY,happy
harrass,harass
haRbor,harbor
harbOr,harbor
harber,harbor
hARd,hard
had,hard
hrd,hard
hadly,hardly
hardy,hardly
hardLY,hardly
hardley,hardly
hardwARE,hardware
hardwear,hardware
hARM,harm
harmoneous,harmonious
harmonous,harmonious
haRvest,harvest
havest,harvest
hAs,has
hase,has
his,has
as,has
has%n't,hasn't
hasen't,hasn't
hastE,haste
hast,haste
hastIly,hastily
hastely,hastily
hAt,hat
hot,hat
haTCH,hatch
hach,hatch
haTCHed,hatched
hatchED,hatched
hached,hatched
haTchet,hatchet
hachet,hatchet
hAte,hate
hatE,hate
heat,hate
hat,hate
hATed,hated
heated,hated
hatted,hated
hAUl,haul
hall,haul
hAve,have
havE,have
hav,have
hove,have
havEN't,haven't
havn't,haven't
havein't,haven't
haveing,having
hav%ing,having
haveing,having
hAWk,hawk
hark,hawk
hAY,hay
hE,he
hi,he
hEAd,head
hed,head
had,head
headACHE,headache
headace,headache
healt,health
heath,health
helth,health
helth,health
hEAlth,health
helth,health
heath,health
helty,healthy
healty,healthy
healhty,healthy
healty,healthy
hEAlthy,healthy
health%y,healthy
